"scenario","rep_id","mu0_true","mu1_true","alpha_true","beta_true","n_events","max_dN","mu0_hat","mu1_hat","alpha_hat","beta_hat","loglik_full","loglik_no_cov","loglik_no_hawkes","LR_cov","p_cov","LR_hawkes","p_hawkes","conv_full","conv_no_cov","conv_no_hawkes"
"no_covariate",98,-0.5,0,0.7,2.5,222,2,-0.416627932355878,-0.0264308704705069,0.744642426772425,2.93290333527216,-235.422871704439,-235.456645744389,-248.378823725044,0.0675480798990975,0.794940807542259,25.9119040412091,3.57358600437377e-07,0,0,0
"no_covariate",99,-0.5,0,0.7,2.5,211,1,-0.465007148750127,0.11379431426432,0.484304675725448,2.00715275527422,-236.030428553548,-236.554012907154,-245.083452329909,1.04716870721188,0.306160061279385,18.1060475527208,2.08936781646893e-05,0,0,0
"no_covariate",100,-0.5,0,0.7,2.5,234,2,-0.370023019716257,-0.19172102877599,0.949502587173842,3.75157994533955,-228.600405938457,-230.259960819857,-247.514206155952,3.31910976279863,0.0684789008456328,37.8276004349901,7.72806346014752e-10,0,0,0
"no_hawkes",1,-0.5,0.7,0,2.5,190,1,-0.488716830592339,0.756163933565662,0.102764263216081,0.924750367432429,-216.952430115143,-235.310613295197,-217.855284350186,36.7163663601086,1.36627574702787e-09,1.8057084700871,0.179023897901163,0,0,0
"no_hawkes",2,-0.5,0.7,0,2.5,164,1,-0.413610174931276,0.673968994708183,0.0021222902022572,0.679761337065815,-207.147949539409,-228.932951374686,-207.142364061111,43.5700036705557,4.0906134832592e-11,0,1,0,0,0
"no_hawkes",3,-0.5,0.7,0,2.5,160,2,-0.620230280438255,0.641646904132039,0.000428840743340843,17.872814587105,-212.050504576052,-231.403051030456,-212.049625700111,38.7050929088084,4.92921236397357e-10,0,1,0,0,0
"no_hawkes",4,-0.5,0.7,0,2.5,149,2,-0.58906233337889,0.683321733367367,0.159501272554537,17.8466808325141,-201.717657709823,-223.645442740263,-201.797032223817,43.8555700608799,3.53523614636718e-11,0.158749027988677,0.690310877174868,0,0,0
"no_hawkes",5,-0.5,0.7,0,2.5,182,2,-0.629812912196491,0.892640353291755,0.000341843053930293,24.0497302182996,-195.997396639348,-233.301444189259,-195.996057892443,74.6080950998223,5.74073276432149e-18,0,1,0,0,0
"no_hawkes",6,-0.5,0.7,0,2.5,146,1,-0.707246233068183,0.657506707353483,0.0618591918974087,1.22016786944149,-206.479102855397,-222.736678582756,-206.739937727953,32.5151514547176,1.18266889052914e-08,0.521669745110898,0.4701302841151,0,0,0
"no_hawkes",7,-0.5,0.7,0,2.5,174,2,-0.589487993880863,0.724577680698055,0.213817062622468,44.0476692674727,-211.884180377656,-234.919060405901,-211.969928452402,46.0697600564906,1.14116334440315e-11,0.171496149493464,0.67878554104067,0,0,0
"no_hawkes",8,-0.5,0.7,0,2.5,176,2,-0.829498264924555,0.770592372176962,0.0280713990540537,0.147389157349916,-214.025344514075,-233.543750923212,-214.763482188889,39.0368128182744,4.1588889109845e-10,1.47627534962891,0.224358188914587,0,0,0
"no_hawkes",9,-0.5,0.7,0,2.5,165,1,-0.593621279291622,0.711446359863205,0.00361813655627451,10.0903231784104,-211.519258930247,-232.963796321854,-211.523996893312,42.8890747832137,5.79332912758674e-11,0.00947592613022152,0.922452922105963,0,0,0
"no_hawkes",10,-0.5,0.7,0,2.5,165,2,-0.710343268377736,0.936310224860809,0.000403377412621561,30.067369037692,-184.743026947573,-224.713137965555,-184.741911496768,79.940222035965,3.8591019141126e-19,0,1,0,0,0
"no_hawkes",11,-0.5,0.7,0,2.5,174,2,-0.575237586575135,0.861706908356014,0.000810290820708052,9.98120790743632,-206.176011020023,-236.091097722843,-206.175987110425,59.8301734056404,1.03405814996357e-14,0,1,0,0,0
"no_hawkes",12,-0.5,0.7,0,2.5,168,2,-0.580359750179418,0.687908934304154,0.0794113233223058,3.35335616560476,-211.131479604401,-231.842273204991,-211.26082206077,41.4215872011802,1.22694963133284e-10,0.258684912739852,0.611025080127215,0,0,0
"no_hawkes",13,-0.5,0.7,0,2.5,170,2,-0.721646016881744,0.721852342025419,0.00698148703620639,0.0435712283474182,-218.659789622269,-234.331090910938,-218.877943399201,31.3426025773371,2.1628119541958e-08,0.436307553863287,0.508910047259671,0,0,0
"no_hawkes",14,-0.5,0.7,0,2.5,171,2,-0.819179515662436,0.931971233769668,0.188544115836749,1.83501507537451,-191.661442497077,-226.674668816035,-192.99066767885,70.0264526379169,5.85144835140984e-17,2.65845036354563,0.10300103867335,0,0,0
"no_hawkes",15,-0.5,0.7,0,2.5,200,2,-0.602650552344135,0.74304057480852,0.0492477681701525,0.423569579842185,-214.193858199909,-237.994301167693,-214.770552697372,47.6008859355686,5.2244867343094e-12,1.15338899492576,0.282840836450911,0,0,0
"no_hawkes",16,-0.5,0.7,0,2.5,174,2,-0.576001804718697,0.707074419948623,0.407777261037266,21.9341363113457,-208.341258857929,-234.991125013732,-208.859004354305,53.299732311605,2.86345560340749e-13,1.03549099275051,0.308872471446166,0,0,0
"no_hawkes",17,-0.5,0.7,0,2.5,160,2,-0.601135845250367,0.676819226217789,0.000312469721962883,15.7983893034397,-210.015459333714,-230.765954062781,-210.015161121334,41.5009894581328,1.17811284289095e-10,0,1,0,0,0
"no_hawkes",18,-0.5,0.7,0,2.5,190,2,-0.587543098530028,0.7798231270171,0.00878132093400765,0.205927751450403,-204.901684944742,-233.435956810612,-204.949342557285,57.0685437317397,4.20884058153005e-14,0.095315225085983,0.757525674098657,0,0,0
"no_hawkes",19,-0.5,0.7,0,2.5,156,1,-1.19357723690556,0.959365678664224,0.00718511439054143,0.0150197313024809,-211.14046690281,-227.966207768228,-213.042947335078,33.6514817308361,6.59246423362264e-09,3.80496086453553,0.0511009700120116,0,0,0
"no_hawkes",20,-0.5,0.7,0,2.5,182,2,-0.489516493291737,0.634204358998846,0.000464520028745284,15.6293483090299,-214.071611562811,-238.348833390804,-214.07135316092,48.5544436559862,3.21245593624058e-12,0,1,0,0,0
"no_hawkes",21,-0.5,0.7,0,2.5,226,1,-0.290867495459548,0.611242404867622,1.40691313581772e-05,0.0303432926180799,-219.151711766092,-243.843933009336,-219.152281832091,49.3844424864881,2.10407670158825e-12,0.00114013199856799,0.973063875571793,0,0,0
"no_hawkes",22,-0.5,0.7,0,2.5,170,2,-0.620590285237552,0.708441861247323,0.142325069953968,4.15243991136336,-210.946893346721,-232.360147571427,-211.342382087626,42.826508449412,5.98160871597352e-11,0.790977481808227,0.373804720056336,0,0,0
"no_hawkes",23,-0.5,0.7,0,2.5,178,2,-0.547589475995488,0.723743371833212,0.856167219647779,15.0515298992137,-205.373620505042,-231.219077253542,-208.096880962084,51.6909134970005,6.49627039277345e-13,5.44652091408369,0.0196073363227442,0,0,0
"no_hawkes",24,-0.5,0.7,0,2.5,168,1,-0.564421254846127,0.708233724775782,0.226816972484739,26.6404746238255,-210.842880344589,-234.155071257417,-210.965462989193,46.6243818256574,8.59837355735097e-12,0.24516528920924,0.620500110089235,0,0,0
"no_hawkes",25,-0.5,0.7,0,2.5,149,1,-0.82724844033168,0.794395708761394,0.173442739314803,2.0106531810992,-202.421546483003,-222.590675900714,-203.648237423501,40.3382588354201,2.13585156765187e-10,2.45338188099419,0.117271962918116,0,0,0
"no_hawkes",26,-0.5,0.7,0,2.5,192,2,-0.654930790839263,0.746689736571778,0.0334299293373568,0.29041314553838,-215.189426440618,-240.155034728745,-215.633647916138,49.931216576253,1.59231104946298e-12,0.888442951040247,0.345899602429041,0,0,0
"no_hawkes",27,-0.5,0.7,0,2.5,165,1,-0.56738027676632,0.755717266894313,0.000476100173178432,8.78891903872054,-205.347126689913,-231.810284572251,-205.34603988499,52.9263157646757,3.46298643409324e-13,0,1,0,0,0
"no_hawkes",28,-0.5,0.7,0,2.5,173,2,-1.00596085419969,1.00351631199397,0.011138348113178,0.0293388824766048,-212.023358827546,-228.853389020965,-213.573763835803,33.6600603868379,6.56345461143118e-09,3.10081001651395,0.0782533492694242,0,0,0
"no_hawkes",29,-0.5,0.7,0,2.5,169,2,-0.685671512543721,0.812189715364595,0.132634063665064,1.06576440867321,-195.78600234905,-221.47826973398,-197.103635473208,51.3845347698598,7.59343799041157e-13,2.6352662483157,0.104514539205379,0,0,0
"no_hawkes",30,-0.5,0.7,0,2.5,155,1,-0.625048046901585,0.770210427162912,0.000668646154889594,3.13098261794265,-206.279390035006,-227.324607754046,-206.278128798111,42.0904354380785,8.71483965746773e-11,0,1,0,0,0
"no_hawkes",31,-0.5,0.7,0,2.5,170,2,-0.565250108482238,0.645534233510805,9.6094234136034e-05,0.542109894198181,-216.345224580507,-234.427936528065,-216.34348943196,36.1654238951141,1.81258166059946e-09,0,1,0,0,0
"no_hawkes",32,-0.5,0.7,0,2.5,210,2,-0.966954607878771,1.09743456825414,0.00422269988058038,0.00590653545848475,-209.47352284679,-242.749761060474,-214.302777378682,66.5524764273664,3.40701779265548e-16,9.65850906378267,0.00188476523807479,0,0,0
"no_hawkes",33,-0.5,0.7,0,2.5,169,2,-0.541019089407885,0.761057278452429,0.251860581312779,10.5954706673161,-205.714211018843,-231.832764061291,-206.054917851928,52.2371060848963,4.91878507511079e-13,0.681413666169817,0.409100357950695,0,0,0
"no_hawkes",34,-0.5,0.7,0,2.5,183,1,-0.6404923805496,0.779728022331169,1.88974463362797,86.8318930039608,-194.683519034458,-226.740934294168,-196.763293821083,64.1148305194214,1.1737466141454e-15,4.15954957325039,0.0414004121940209,0,0,0
"no_hawkes",35,-0.5,0.7,0,2.5,149,1,-0.553657363428145,0.733724402727533,3.51317673957025e-05,21.7000388294119,-199.599778892555,-224.841766261586,-199.59964329972,50.483974738062,1.20141827384355e-12,0,1,0,0,0
"no_hawkes",36,-0.5,0.7,0,2.5,158,2,-0.682381175502783,0.792492882204875,0.000279782201384876,27.7495951136611,-195.981315880944,-228.454993680956,-195.980471970989,64.9473556000248,7.69259938592916e-16,0,1,0,0,0
"no_hawkes",37,-0.5,0.7,0,2.5,159,1,-0.6272408671177,0.823421281665957,0.577588980730371,59.4757173739744,-198.08532425693,-227.946432400847,-198.536149982549,59.7222162878343,1.0923645141092e-14,0.901651451237797,0.342339282036875,0,0,0
"no_hawkes",38,-0.5,0.7,0,2.5,192,2,-0.455869277658175,0.631817665362739,0.14964136635277,1.49203713495487,-220.062809536699,-239.550304774287,-221.191610844229,38.9749904751766,4.29269770409525e-10,2.2576026150611,0.132959752546199,0,0,0
"no_hawkes",39,-0.5,0.7,0,2.5,179,2,-0.534251480631648,0.677399536209486,1.32408709480899,267.469493022292,-212.150369373359,-234.963191466938,-213.443719915125,45.6256441871573,1.43155065870525e-11,2.58670108353249,0.107764577621987,0,0,0
"no_hawkes",40,-0.5,0.7,0,2.5,164,1,-0.554095238623062,0.861995617415732,0.00471137321331651,0.532876449366414,-198.334037571035,-226.81054556814,-198.336604493565,56.9530159942095,4.46349243557858e-14,0.00513384505990189,0.942879767397695,0,0,0
"no_hawkes",41,-0.5,0.7,0,2.5,175,1,-0.482455075638116,0.761861993200995,0.000640014763624728,24.0751428783727,-208.987315900154,-235.972341791041,-208.985526710957,53.9700517817733,2.03568888054319e-13,0,1,0,0,0
"no_hawkes",42,-0.5,0.7,0,2.5,168,1,-0.947985295819646,0.947981675604604,0.0209758869606898,0.0777451592984679,-201.929305650752,-229.728126111207,-203.285507625069,55.5976409209093,8.89302881544858e-14,2.71240394863361,0.0995708418283658,0,0,0
"no_hawkes",43,-0.5,0.7,0,2.5,175,1,-0.563928633495193,0.69746211804229,0.0658980692435919,1.10973428052409,-212.637019465179,-233.830692513828,-212.969921290823,42.3873460972994,7.48728936404315e-11,0.665803651288741,0.414518482132753,0,0,0
"no_hawkes",44,-0.5,0.7,0,2.5,185,2,-0.803188856126456,1.0643520436052,0.00110006836749475,1.27779019339041e-05,-195.70008322132,-234.262246799004,-197.33336891614,77.1243271553693,1.60527797189684e-18,3.2665713896406,0.0707052517430747,0,0,0
"no_hawkes",45,-0.5,0.7,0,2.5,192,2,-0.49388918807867,0.601721823015213,0.0287062925788973,1.06597366835066,-219.392558565085,-240.370635733956,-219.439862306245,41.9561543377416,9.33431347582247e-11,0.094607482320157,0.758399434309841,0,0,0
"no_hawkes",46,-0.5,0.7,0,2.5,172,2,-0.475702803817809,0.600574700262359,0.000152911849015594,2.29727198543533,-217.328776418092,-236.232570093671,-217.326806853952,37.8075873511578,7.80775144998895e-10,0,1,0,0,0
"no_hawkes",47,-0.5,0.7,0,2.5,192,2,-0.480308368122994,0.623574170094922,0.20632778041256,3.46014391913749,-218.117736532447,-238.424333332995,-218.970650121547,40.613193601097,1.855495765133e-10,1.70582717820071,0.191527669102762,0,0,0
"no_hawkes",48,-0.5,0.7,0,2.5,178,1,-0.431159620680392,0.478395838117426,0.00141068808776967,29.4080592307038,-224.567681598415,-238.36576257829,-224.566730119995,27.5961619597506,1.49475067393109e-07,0,1,0,0,0
"no_hawkes",49,-0.5,0.7,0,2.5,168,2,-0.705680779409955,0.878040376940328,0.0888751961737441,0.551895427146633,-207.728812308257,-229.169092825689,-208.889626772586,42.8805610348642,5.81859646883773e-11,2.32162892865767,0.127586356271075,0,0,0
"no_hawkes",50,-0.5,0.7,0,2.5,170,1,-0.580674323324493,0.792620180601253,0.286744669938647,7.83908351175638,-203.533141083737,-230.817658089692,-204.233258131335,54.5690340119102,1.50081958448386e-13,1.40023409519534,0.236684379412598,0,0,0
"no_hawkes",51,-0.5,0.7,0,2.5,203,2,-0.445467120037722,0.768087532371182,0.0581534510659942,1.49268595025404,-207.632441581338,-239.040498142226,-207.799768707673,62.8161131217772,2.2693466339006e-15,0.334654252670134,0.562931262746055,0,0,0
"no_hawkes",52,-0.5,0.7,0,2.5,196,2,-0.479157266524293,0.795201953470512,0.000190577940733056,4.94400720845066,-200.113821907626,-237.863941284165,-200.112130023384,75.5002387530793,3.65362705180033e-18,0,1,0,0,0
"no_hawkes",53,-0.5,0.7,0,2.5,200,2,-0.554428949669184,0.826018132492409,0.141197566451572,6.61073330643377,-201.566837331462,-236.075055615622,-201.739194153406,69.0164365683198,9.76462412460212e-17,0.344713643886791,0.557120971849954,0,0,0
"no_hawkes",54,-0.5,0.7,0,2.5,163,1,-0.70337654521344,0.615423311808894,0.0145486939646908,0.144052846077446,-218.550358385673,-231.557191681546,-218.740741099851,26.0136665917458,3.39009031211869e-07,0.380765428356085,0.537193876502434,0,0,0
"no_hawkes",55,-0.5,0.7,0,2.5,187,2,-0.437600756510556,0.566497043454467,6.32539224362794e-05,0.701396126119176,-222.572859162849,-240.090744560119,-222.572477982865,35.0357707945389,3.23703787944511e-09,0,1,0,0,0
"no_hawkes",56,-0.5,0.7,0,2.5,196,2,-0.558584302628879,0.517138043124225,0.021997111967651,0.1103255131156,-231.403903627425,-242.446827604899,-231.977605923461,22.0858479549468,2.60724820950906e-06,1.14740459207212,0.284093119139985,0,0,0
"no_hawkes",57,-0.5,0.7,0,2.5,167,2,-0.719187738125124,0.605365167404558,0.0013353096153589,0.000278422450851624,-220.474734360872,-232.47065878944,-221.465506543053,23.9918488571359,9.67444072013309e-07,1.98154436436198,0.159227805707999,0,0,0
"no_hawkes",58,-0.5,0.7,0,2.5,185,2,-0.544903988873705,0.838773239623575,0.0021280503941501,35.275660644922,-196.554837916047,-238.153570893115,-196.554917626408,83.1974659541361,7.42528382562656e-20,0.000159420722525283,0.989926024068826,0,0,0
"no_hawkes",59,-0.5,0.7,0,2.5,198,2,-0.398025105514098,0.692162762050644,3.74044599676213e-10,34882825.2548215,-209.063892668744,-239.077272009637,-209.063894664561,60.0267586817865,9.35764783070437e-15,3.99163354813936e-06,0.998405901678165,0,0,0
"no_hawkes",60,-0.5,0.7,0,2.5,180,2,-0.604576270616625,0.869360015953081,0.000316408184549734,10.0166675017907,-201.441337484427,-237.51308866983,-201.440128222454,72.1435023708063,2.00103501498368e-17,0,1,0,0,0
"no_hawkes",61,-0.5,0.7,0,2.5,212,1,-0.301136183309494,0.547885542822967,0.451549025042132,15.6928469286034,-225.961059320758,-244.990893756475,-226.751019206197,38.0596688714342,6.86138488994128e-10,1.57991977087823,0.208772250229942,0,0,0
"no_hawkes",62,-0.5,0.7,0,2.5,174,1,-0.580926101713253,0.670171304043314,0.624071407187847,11.4794664409418,-212.195120765022,-231.83149661569,-214.135342811247,39.2727517013358,3.68548766418837e-10,3.88044409244969,0.0488516339997106,0,0,0
"no_hawkes",63,-0.5,0.7,0,2.5,199,2,-0.392428749749216,0.659955563881032,0.0035942816393272,54.4721980816272,-216.258731783532,-244.006331753995,-216.26114156181,55.4951999409251,9.368750599988e-14,0.00481955655533284,0.944652900942151,0,0,0
"no_hawkes",64,-0.5,0.7,0,2.5,197,1,-0.436086120580574,0.812235520089711,0.151250970524425,10.8420582826357,-202.166411044268,-238.892331102075,-202.290175524089,73.4518401156146,1.03121816189133e-17,0.247528959641329,0.618820412413499,0,0,0
"no_hawkes",65,-0.5,0.7,0,2.5,171,1,-0.917768298012227,0.927287005866238,0.0418775454710402,0.156436058582694,-208.062769346395,-232.13117743713,-209.932352763265,48.1368161814684,3.97492589463727e-12,3.73916683373926,0.0531509417800183,0,0,0
"no_hawkes",66,-0.5,0.7,0,2.5,197,2,-0.417060685569513,0.560999968765393,0.0509541509494283,3.27247979786239,-225.530201659976,-241.477338317996,-225.577074341901,31.8942733160408,1.62796405441637e-08,0.093745363850303,0.75946862946255,0,0,0
"no_hawkes",67,-0.5,0.7,0,2.5,150,1,-0.590062653956346,0.69311581246647,0.00061146642245855,12.4392843382508,-204.787528229875,-224.9490000771,-204.787434039208,40.3229436944505,2.15266034177687e-10,0,1,0,0,0
"no_hawkes",68,-0.5,0.7,0,2.5,171,1,-0.486889421448823,0.62130750365948,0.00216917360402462,17.2416393105122,-214.659290794769,-235.068090831761,-214.659902097509,40.8176000739851,1.67121164511654e-10,0.00122260548022268,0.972107031097843,0,0,0
"no_hawkes",69,-0.5,0.7,0,2.5,184,2,-1.30483224853175,1.21649142988024,0.0321194134009689,0.109280945642101,-188.446270799687,-222.867731253841,-191.046489783323,68.8429209083077,1.06626653846828e-16,5.20043796727339,0.0225811979618929,0,0,0
"no_hawkes",70,-0.5,0.7,0,2.5,161,1,-0.850116206052515,0.907968333681852,0.172471482268026,0.73228854746993,-202.597636473915,-223.180199017294,-206.374551500879,41.1651250867586,1.39896501054667e-10,7.55383005392866,0.00598826629002109,0,0,0
"no_hawkes",71,-0.5,0.7,0,2.5,178,1,-0.614034718905162,0.726130420137015,0.102506398939856,1.134811222058,-210.564791509186,-235.406728596825,-211.32615692058,49.6838741752785,1.80624424871748e-12,1.52273082278958,0.217206705653639,0,0,0
"no_hawkes",72,-0.5,0.7,0,2.5,216,2,-0.385297281859201,0.555042677098514,0.524776950288278,9.62223282813282,-222.4990621627,-240.438964659127,-224.318844431171,35.8798049928531,2.0987281245137e-09,3.63956453694232,0.0564216898097248,0,0,0
"no_hawkes",73,-0.5,0.7,0,2.5,166,2,-0.612001085310824,0.733187428774536,0.00100414637143036,5.48957284979798,-204.741446626899,-233.089989361082,-204.733354679272,56.6970854683646,5.08388450021917e-14,0,1,0,0,0
"no_hawkes",74,-0.5,0.7,0,2.5,188,2,-0.973832674172072,1.06986806665089,0.0422104143490031,0.168912661121518,-197.139745865277,-234.178363567699,-199.96209960286,74.077235404844,7.5119637571506e-18,5.64470747516663,0.0175081368511824,0,0,0
"no_hawkes",75,-0.5,0.7,0,2.5,174,2,-0.647681974476844,0.846701677420531,0.0597237439102023,4.52576136638412,-204.060792142576,-230.988976185966,-204.105731995056,53.8563680867812,2.15694859965396e-13,0.0898797049599125,0.764330141568174,0,0,0
"no_hawkes",76,-0.5,0.7,0,2.5,177,1,-0.519799805074912,0.632063234344103,0.192691091318616,3.04076086040496,-212.73633568461,-230.934686095903,-213.571763298674,36.3967008225862,1.60975472601984e-09,1.6708552281296,0.196144022864289,0,0,0
"no_hawkes",77,-0.5,0.7,0,2.5,174,1,-0.454805045508569,0.696389935766521,0.00530066290377385,7.26472888136878,-211.692995732716,-236.353538329457,-211.690457331984,49.3210851934828,2.17314096053858e-12,0,1,0,0,0
"no_hawkes",78,-0.5,0.7,0,2.5,180,2,-0.452111147208176,0.603981263790431,0.0274810581774919,1.45311572658828,-220.613843503315,-237.661579425483,-220.649352526316,34.0954718443363,5.24732322320956e-09,0.0710180460011429,0.789860233198004,0,0,0
"no_hawkes",79,-0.5,0.7,0,2.5,169,1,-0.495170587350382,0.612075646931954,2.05612022930479e-05,6.44853806921592,-218.95719557224,-234.410075130386,-218.957036443317,30.9057591162913,2.7086678571824e-08,0,1,0,0,0
"no_hawkes",80,-0.5,0.7,0,2.5,180,1,-0.492128451005188,0.690668744520506,0.0208495094766064,0.381809510886567,-213.525808092991,-236.422383859867,-213.623816084396,45.7931515337513,1.31422197268552e-11,0.196015982809229,0.657956032453674,0,0,0
"no_hawkes",81,-0.5,0.7,0,2.5,167,2,-0.720106685429869,0.672511040530043,0.0889652019609233,0.425717607719808,-214.495698487045,-228.227249116981,-216.397551785505,27.4631012598716,1.60120476342984e-07,3.80370659691931,0.0511392578118028,0,0,0
"no_hawkes",82,-0.5,0.7,0,2.5,173,2,-0.717215370316187,0.853410705024943,0.00768938432609572,0.0801805091831382,-200.097421449863,-230.102378263827,-200.2977787874,60.009913627928,9.43807924750726e-15,0.40071467507363,0.526720399576062,0,0,0
"no_hawkes",83,-0.5,0.7,0,2.5,165,2,-0.4423552075802,0.547848295936926,0.00493844507712547,28.3900162131966,-217.684743345909,-233.217837332392,-217.691113978981,31.0661879729664,2.49377814533588e-08,0.0127412661437347,0.91012789898225,0,0,0
"no_hawkes",84,-0.5,0.7,0,2.5,177,1,-0.810558200400928,0.858928175082022,0.120038164242617,0.614971347767661,-196.887495834404,-224.408732574777,-198.920652665953,55.0424734807458,1.17953140074467e-13,4.06631366309676,0.0437466455558516,0,0,0
"no_hawkes",85,-0.5,0.7,0,2.5,158,2,-0.635551011507959,0.842761322697569,0.185169155918899,18.0764260373803,-195.384476235854,-225.991767551346,-195.55554471339,61.2145826309828,5.11810320843566e-15,0.342136955071396,0.558598320528481,0,0,0
"no_hawkes",86,-0.5,0.7,0,2.5,178,1,-0.604623642510162,0.52023341173081,0.0224722065870079,0.106655887173156,-228.898708824915,-235.880811520455,-229.458674645134,13.9642053910787,0.000186324401400324,1.1199316404369,0.289933173998904,0,0,0
"no_hawkes",87,-0.5,0.7,0,2.5,171,1,-0.676260364312338,0.659569341977641,0.161950379954385,2.00835808863855,-209.422039970265,-227.103533256938,-210.25946254969,35.3629865733468,2.73637915351825e-09,1.67484515885042,0.195610820180709,0,0,0
"no_hawkes",88,-0.5,0.7,0,2.5,157,1,-0.519966394476799,0.565802955959226,5.29579649005193e-05,1.38779529590337,-215.726348077767,-229.647184121469,-215.725674319753,27.8416720874043,1.31659552674969e-07,0,1,0,0,0
"no_hawkes",89,-0.5,0.7,0,2.5,208,1,-0.404625691533733,0.772371708770366,0.000650833495559065,1.43960327139086,-209.030594540923,-242.221179681605,-209.029960452264,66.3811702813643,3.71635351554806e-16,0,1,0,0,0
"no_hawkes",90,-0.5,0.7,0,2.5,174,2,-0.66276085128199,0.598486291308936,0.0847643434702371,0.686863732294985,-212.264197689761,-229.384137769065,-213.1278158146,34.2398801586071,4.87202364956974e-09,1.72723624967688,0.188764239172256,0,0,0
"no_hawkes",91,-0.5,0.7,0,2.5,174,1,-0.493925373437821,0.646026777571501,0.00148594322158457,51.4258491697602,-215.892692746277,-235.852709103042,-215.892678793317,39.9200327135294,2.64575726086114e-10,0,1,0,0,0
"no_hawkes",92,-0.5,0.7,0,2.5,182,1,-0.50424727327745,0.625825812534464,0.0827756148808058,1.91139673589566,-218.503203514664,-235.887115736181,-218.723226182002,34.7678244430335,3.71462115619633e-09,0.440045334676142,0.50710057505587,0,0,0
"no_hawkes",93,-0.5,0.7,0,2.5,177,1,-0.427492747395401,0.705073654575524,0.013163232051762,1.86067088512123,-217.40511109187,-235.83944812579,-217.407660451667,36.8686740678389,1.26359977985317e-09,0.00509871959354768,0.943075176400845,0,0,0
"no_hawkes",94,-0.5,0.7,0,2.5,187,1,-0.606878501704823,0.785379137715979,0.950697888863385,16.166253633173,-198.412008094029,-231.209780033641,-201.2226334471,65.595543879224,5.53638017384355e-16,5.62125070614189,0.0177439819894325,0,0,0
"no_hawkes",95,-0.5,0.7,0,2.5,178,2,-0.5200882340859,0.692636446469082,0.0406980861655802,0.48074504865736,-213.879395978225,-235.938914672229,-214.193948838815,44.1190373880092,3.09001040889351e-11,0.629105721179712,0.427683531059868,0,0,0
"no_hawkes",96,-0.5,0.7,0,2.5,186,1,-0.331840598709068,0.590106186878504,7.76425501476262e-05,7.76949827368218,-221.937712686116,-240.02549002091,-221.937527964549,36.1755546695879,1.80318325765367e-09,0,1,0,0,0
"no_hawkes",97,-0.5,0.7,0,2.5,164,2,-0.701854751607835,0.691546860617725,0.0237306551184488,0.202215139184967,-211.672903498348,-230.704208257512,-211.98910154731,38.0626095183273,6.85105154967599e-10,0.632396097924129,0.426477769306453,0,0,0
"no_hawkes",98,-0.5,0.7,0,2.5,178,1,-0.499449208577042,0.643370100594243,5.89212374221269e-05,0.176794069087771,-216.703673188415,-236.937756453796,-216.702784379438,40.4681665307629,1.99845651452268e-10,0,1,0,0,0
"no_hawkes",99,-0.5,0.7,0,2.5,170,1,-0.513731747644264,0.707263233358508,0.0114252098324717,5.52400069187726,-207.994441482873,-233.282564714488,-207.995850612443,50.5762464632282,1.14623981505624e-12,0.00281825913930334,0.957662367440757,0,0,0
"no_hawkes",100,-0.5,0.7,0,2.5,156,2,-0.994545748062485,1.11638889081009,0.00713063664940921,0.0202980239405272,-203.072527381698,-225.05257058528,-205.352685636347,43.9600864071633,3.35140830236512e-11,4.5603165092981,0.0327210258545035,0,0,0
